BUILD SUCCESSFUL (total time: 356 minutes 30 seconds)
240319
tabu &
----------------------------------------------------------.
Numero Intentos:100
NPI: Numero iteraciones promedio.
TP: Tiempo Promedio.
TE: Tasa de exito.
DPR: Desviación porcentual relativa.
----------------------------------------------------------.
NOMBRE              |FUNCION             |ALGORITMO                     |DIMENSION |NPI     |TE      |MEJOR OPTIMO  |PROM OPTIMOS|DPR     |TP        |EVALUACIONES   
1000_100_4.txt      |Cuadratica          |IHEASS                        |1000      |96,00   |0,000000|752513,00     |751617,17   |0,412047|167131,00 |0,000000       


#====================================================================================================|1.864662E7

1000_100_5.txt      |Cuadratica          |IHEASS                        |1000      |96,00   |0,000000|18635008,00   |18634009,70 |0,067628|102109,00 |0,000000       


#====================================================================================================|1.6020232E7

1000_100_6.txt      |Cuadratica          |IHEASS                        |1000      |96,00   |0,000000|16011963,00   |16010863,89 |0,058477|136920,00 |0,000000       


#====================================================================================================|1.2936205E7

1000_100_7.txt      |Cuadratica          |IHEASS                        |1000      |96,00   |0,060000|12936205,00   |12935374,98 |0,006416|158923,00 |0,000000       


#====================================================================================================|6927738.0

1000_100_8.txt      |Cuadratica          |IHEASS                        |1000      |96,00   |0,000000|6922235,00    |6921302,66  |0,092892|212337,00 |0,000000       


#====================================================================================================|3874959.0

1000_100_9.txt      |Cuadratica          |IHEASS                        |1000      |96,00   |0,970000|3874959,00    |3874957,41  |0,000041|212628,00 |0,000000       


#====================================================================================================|1334494.0

1000_100_10.txt     |Cuadratica          |IHEASS                        |1000      |96,00   |0,000000|1332784,00    |1331619,83  |0,215375|198775,00 |0,000000       


--------------------RESUMEN-----------------
Algoritmo[IHEASS]
aciertos:33,63%
desviacion:0,064283
tiempo promedio:167373,80ms
-----------

